Symbol,Name,Market Cap,Country,Sector,Industry
TU,Telus Corporation Ordinary Shares,22937040000.0,Canada,Telecommunications,Telecommunications Equipment
MKL,Markel Group Inc. Common Stock,22932451916.0,United States,Finance,Property-Casualty Insurers
BGNE,BeiGene Ltd. American Depositary Shares,22922875375.0,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
EXE,Expand Energy Corporation Common Stock,22863202917.0,United States,Energy,Oil & Gas Production
ILMN,Illumina Inc. Common Stock,22862190000.0,United States,Health Care,Medical Specialities
WAT,Waters Corporation Common Stock,22843201661.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
BBD,Banco Bradesco Sa American Depositary Shares,22667822586.0,Brazil,Finance,Major Banks
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,22663523326.0,United States,Real Estate,Real Estate Investment Trusts
TDY,Teledyne Technologies Incorporated Common Stock,22614242288.0,United States,Industrials,Industrial Machinery/Components
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),22564209523.0,China,Finance,Real Estate
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,22548390148.0,United States,Real Estate,Real Estate Investment Trusts
QSR,Restaurant Brands International Inc. Common Shares,22533279075.0,Canada,Consumer Discretionary,Restaurants
TS,Tenaris S.A. American Depositary Shares,22382587702.0,Luxembourg,Industrials,Steel/Iron Ore
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,22362405783.0,United States,Real Estate,Real Estate Investment Trusts
PKG,Packaging Corporation of America Common Stock,22347959817.0,United States,Consumer Discretionary,Containers/Packaging
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,22335836588.0,United States,Real Estate,Real Estate Investment Trusts
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,22332181588.0,,Consumer Discretionary,Other Consumer Services
ZBH,Zimmer Biomet Holdings Inc. Common Stock,22316163115.0,United States,Health Care,Industrial Specialties
WSO,Watsco Inc. Common Stock,22274530827.0,United States,Consumer Discretionary,Industrial Machinery/Components
NTRA,Natera Inc. Common Stock,22150452508.0,United States,Health Care,Medical Specialities
FTS,Fortis Inc. Common Shares,22125536000.0,United States,Utilities,Electric Utilities: Central
STLD,Steel Dynamics Inc.,22116630424.0,United States,Industrials,Steel/Iron Ore
PUK,Prudential Public Limited Company Common Stock,22110738497.0,United Kingdom,Finance,Life Insurance
LDOS,Leidos Holdings Inc. Common Stock,22069836229.0,United States,Technology,EDP Services
NTRS,Northern Trust Corporation Common Stock,22033966570.0,United States,Finance,Major Banks
AFRM,Affirm Holdings Inc. Class A Common Stock,21987067351.0,United States,Finance,Finance: Consumer Services
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,21975674619.0,United States,Industrials,Broadcasting
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,21733601502.0,United States,Real Estate,Real Estate Investment Trusts
FOXA,Fox Corporation Class A Common Stock,21685916407.0,United States,Industrials,Broadcasting
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,21628618963.0,United States,Basic Materials,Metal Mining
STE,STERIS plc (Ireland) Ordinary Shares,21622827053.0,United States,Health Care,Industrial Specialties
EXEEW,Expand Energy Corporation Class A Warrants,21574028784.0,United States,Energy,Oil & Gas Production
BLDR,Builders FirstSource Inc. Common Stock,21459896221.0,United States,Consumer Discretionary,RETAIL: Building Materials
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),21434285147.0,Ireland,Technology,Electronic Components
FSLR,First Solar Inc. Common Stock,21333394256.0,United States,Technology,Semiconductors
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,21308313947.0,Taiwan,Technology,Semiconductors
DKNG,DraftKings Inc. Class A Common Stock,21284950807.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,21259343743.0,United States,Utilities,Electric Utilities: Central
CFG,Citizens Financial Group Inc. Common Stock,21215323659.0,United States,Finance,Major Banks
WSM,Williams-Sonoma Inc. Common Stock (DE),21175652195.0,United States,Consumer Discretionary,Home Furnishings
MKC,McCormick & Company Incorporated Common Stock,21041875977.0,United States,Consumer Staples,Packaged Foods
ZBRA,Zebra Technologies Corporation Class A Common Stock,20993071396.0,United States,Industrials,Industrial Machinery/Components
INVH,Invitation Homes Inc. Common Stock,20981737622.0,United States,Finance,Real Estate
UI,Ubiquiti Inc. Common Stock,20952414883.0,United States,Technology,Radio And Television Broadcasting And Communications Equipment
CMS,CMS Energy Corporation Common Stock,20828292939.0,United States,Utilities,Power Generation
IBKR,Interactive Brokers Group Inc. Class A Common Stock,20805703206.0,United States,Finance,Investment Bankers/Brokers/Service
COO,The Cooper Companies Inc. Common Stock,20803794289.0,United States,Health Care,Ophthalmic Goods
EDR,Endeavor Group Holdings Inc. Class A Common Stock,20777954658.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
DRI,Darden Restaurants Inc. Common Stock,20711808905.0,United States,Consumer Discretionary,Restaurants
MT,Arcelor Mittal NY Registry Shares NEW,20711189992.0,Luxembourg,Industrials,Steel/Iron Ore
CSL,Carlisle Companies Incorporated Common Stock,20701055092.0,United States,Industrials,Specialty Chemicals
CLX,Clorox Company (The) Common Stock,20692522930.0,United States,Consumer Discretionary,Specialty Chemicals
NRG,NRG Energy Inc. Common Stock,20582769161.0,United States,Utilities,Electric Utilities: Central
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,20548969714.0,Israel,Technology,Computer Software: Prepackaged Software
PINS,Pinterest Inc. Class A Common Stock,20491051203.0,United States,Technology,Computer Software: Programming Data Processing
OMC,Omnicom Group Inc. Common Stock,20449657903.0,United States,Consumer Discretionary,Advertising
IP,International Paper Company Common Stock,20438029465.0,United States,Basic Materials,Paper
FOX,Fox Corporation Class B Common Stock,20429809331.0,United States,Industrials,Broadcasting
ERIE,Erie Indemnity Company Class A Common Stock,20350175702.0,United States,Finance,Specialty Insurers
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),20220123433.0,Brazil,Finance,Major Banks
LH,Labcorp Holdings Inc. Common Stock,20170444183.0,United States,Health Care,Medical Specialities
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,20145080676.0,Kazakhstan,,
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,20120326807.0,United States,Industrials,Broadcasting
AER,AerCap Holdings N.V. Ordinary Shares,20119721172.0,Netherlands,Consumer Discretionary,Diversified Commercial Services
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),20116182625.0,United Kingdom,Consumer Discretionary,Hotels/Resorts
VIK,Viking Holdings Ltd Ordinary Shares,20041085865.0,,Consumer Discretionary,Marine Transportation
ESS,Essex Property Trust Inc. Common Stock,19952483393.0,United States,Real Estate,Real Estate Investment Trusts
PFG,Principal Financial Group Inc Common Stock,19919735409.0,United States,Finance,Accident &Health Insurance
SNAP,Snap Inc. Class A Common Stock,19807806379.0,United States,Technology,Computer Software: Programming Data Processing
Z,Zillow Group Inc. Class C Capital Stock,19784795173.0,United States,Consumer Discretionary,Business Services
TRU,TransUnion Common Stock,19782350000.0,United States,Finance,Finance: Consumer Services
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,19782260391.0,South Korea,Finance,Major Banks
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,19742873153.0,United States,Finance,Specialty Insurers
CTRA,Coterra Energy Inc. Common Stock,19682299894.0,United States,Energy,Oil & Gas Production
EXEEL,Expand Energy Corporation Class C Warrants,19667622102.0,United States,Energy,Oil & Gas Production
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,19588924600.0,United States,Utilities,Electric Utilities: Central
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,19580440065.0,United States,Consumer Discretionary,Broadcasting
GRAB,Grab Holdings Limited Class A Ordinary Shares,19518715255.0,Singapore,Consumer Discretionary,Business Services
SNA,Snap-On Incorporated Common Stock,19411461445.0,United States,Consumer Discretionary,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,19407496407.0,United States,Consumer Discretionary,Air Freight/Delivery Services
BBY,Best Buy Co. Inc. Common Stock,19325272140.0,United States,Consumer Discretionary,Consumer Electronics/Video Chains
KEY,KeyCorp Common Stock,19310192567.0,United States,Finance,Major Banks
SRAD,Sportradar Group AG Class A Ordinary Shares,19272801366.0,Switzerland,Technology,Computer Software: Programming Data Processing
ARE,Alexandria Real Estate Equities Inc. Common Stock,19264043810.0,United States,Real Estate,Real Estate Investment Trusts
MAA,Mid-America Apartment Communities Inc. Common Stock,19187068571.0,United States,Real Estate,Real Estate Investment Trusts
SSNC,SS&C Technologies Holdings Inc. Common Stock,19155968032.0,United States,Technology,Computer Software: Prepackaged Software
SMCI,Super Micro Computer Inc. Common Stock,19112850413.0,United States,Technology,Computer Manufacturing
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,19080315404.0,United States,Utilities,Power Generation
JBHT,J.B. Hunt Transport Services Inc. Common Stock,19067952601.0,United States,Industrials,Trucking Freight/Courier Services
ZG,Zillow Group Inc. Class A Common Stock,19042077092.0,United States,Consumer Discretionary,Business Services
CG,The Carlyle Group Inc. Common Stock,19039373523.0,United States,Finance,Investment Managers
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,19012582591.0,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
GEN,Gen Digital Inc. Common Stock,19009923325.0,United States,Technology,Computer Software: Prepackaged Software
RCI,Rogers Communication Inc. Common Stock,18987395696.0,Canada,Telecommunications,Cable & Other Pay Television Services
BAH,Booz Allen Hamilton Holding Corporation Common Stock,18933365206.0,United States,Consumer Discretionary,Professional Services
L,Loews Corporation Common Stock,18887776487.0,United States,Finance,Property-Casualty Insurers
PODD,Insulet Corporation Common Stock,18713223075.0,United States,Health Care,Medical/Dental Instruments
FDS,FactSet Research Systems Inc. Common Stock,18639986576.0,United States,Technology,Computer Software: Programming Data Processing
BALL,Ball Corporation Common Stock,18550157798.0,United States,Industrials,Containers/Packaging
HOLX,Hologic Inc. Common Stock,18465616527.0,United States,Health Care,Medical Electronics
CRBG,Corebridge Financial Inc. Common Stock,18414325687.0,United States,Finance,Life Insurance
NWS,News Corporation Class B Common Stock,18248857092.0,United States,Consumer Discretionary,Newspapers/Magazines
ULTA,Ulta Beauty Inc. Common Stock,18216438047.0,United States,Consumer Discretionary,Other Specialty Stores
DGX,Quest Diagnostics Incorporated Common Stock,18155325341.0,United States,Health Care,Medical Specialities
NMR,Nomura Holdings Inc ADR American Depositary Shares,18062191373.0,Japan,Finance,Investment Bankers/Brokers/Service
RBA,RB Global Inc. Common Stock,18012671529.0,Canada,Consumer Discretionary,Business Services
PNR,Pentair plc. Ordinary Share,18008543910.0,Switzerland,Industrials,Industrial Machinery/Components
VRSN,VeriSign Inc. Common Stock,17987998000.0,United States,Technology,EDP Services
TVE,Tennessee Valley Authority,17987928504.0,United States,Utilities,Electric Utilities: Central
TRMB,Trimble Inc. Common Stock,17927793598.0,United States,Industrials,Industrial Machinery/Components
TER,Teradyne Inc. Common Stock,17914760820.0,United States,Industrials,Electrical Products
BURL,Burlington Stores Inc. Common Stock,17894025408.0,United States,Consumer Discretionary,Department/Specialty Retail Stores
RPM,RPM International Inc. Common Stock,17861255927.0,United States,Consumer Discretionary,Paints/Coatings
SOFI,SoFi Technologies Inc. Common Stock  ,17807260219.0,United States,Finance,Finance: Consumer Services
HRL,Hormel Foods Corporation Common Stock,17783432164.0,United States,Consumer Staples,Meat/Poultry/Fish
NI,NiSource Inc Common Stock,17779609939.0,United States,Utilities,Power Generation
XPO,XPO Inc. Common Stock,17740812055.0,United States,Consumer Discretionary,Transportation Services
GFL,GFL Environmental Inc. Subordinate voting shares no par value,17734995614.0,Canada,Utilities,Environmental Services
YUMC,Yum China Holdings Inc. Common Stock,17678024022.0,United States,Consumer Discretionary,Restaurants
OC,Owens Corning Inc Common Stock New,17638972084.0,United States,Industrials,Industrial Machinery/Components
GPC,Genuine Parts Company Common Stock,17620093998.0,United States,Consumer Discretionary,Automotive Aftermarket
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,17604696976.0,United States,,
FIX,Comfort Systems USA Inc. Common Stock,17556741085.0,United States,Industrials,Engineering & Construction
J,Jacobs Solutions Inc. Common Stock,17507836531.0,United States,Industrials,Military/Government/Technical
BAP,Credicorp Ltd. Common Stock,17505088334.0,Peru,Finance,Commercial Banks
IEX,IDEX Corporation Common Stock,17464066524.0,United States,Industrials,Fluid Controls
MANH,Manhattan Associates Inc. Common Stock,17433327638.0,United States,Technology,Computer Software: Prepackaged Software
RS,Reliance Inc. Common Stock,17385593607.0,United States,Industrials,Metal Fabrications
MAS,Masco Corporation Common Stock,17380730820.0,United States,Industrials,Industrial Specialties
ALGN,Align Technology Inc. Common Stock,17376992776.0,United States,Health Care,Industrial Specialties
PSTG,Pure Storage Inc. Class A Common Stock,17364393463.0,United States,Technology,Electronic Components
FITBI,Fifth Third Bancorp Depositary Shares,17360366348.0,United States,Finance,Major Banks
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,17345989332.0,United States,Finance,Specialty Insurers
ICLR,ICON plc Ordinary Shares,17344591832.0,Ireland,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NTNX,Nutanix Inc. Class A Common Stock,17313211895.0,United States,Technology,Computer Software: Prepackaged Software
FTAI,FTAI Aviation Ltd. Common Stock,17312436809.0,United States,Industrials,Misc Corporate Leasing Services
KIM,Kimco Realty Corporation (HC) Common Stock,17236261577.0,United States,Real Estate,Real Estate Investment Trusts
BAX,Baxter International Inc. Common Stock,17211907356.0,United States,Health Care,Medical/Dental Instruments
MOH,Molina Healthcare Inc Common Stock,17039880000.0,United States,Health Care,Medical Specialities
EXPD,Expeditors International of Washington Inc. Common Stock,17026664948.0,United States,Consumer Discretionary,Oil Refining/Marketing
DG,Dollar General Corporation Common Stock,16992846268.0,United States,Consumer Discretionary,Department/Specialty Retail Stores
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,16931218628.0,United States,Finance,Major Banks
TLK,PT Telekomunikasi Indonesia Tbk,16919826595.0,Indonesia,Telecommunications,Telecommunications Equipment
UMC,United Microelectronics Corporation (NEW) Common Stock,16915259916.0,Taiwan,Technology,Semiconductors
DKS,Dick's Sporting Goods Inc Common Stock,16871972715.0,United States,Consumer Discretionary,Other Specialty Stores
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,16862437020.0,United States,Consumer Discretionary,Catalog/Specialty Distribution
WMG,Warner Music Group Corp. Class A Common Stock,16845178896.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
GWRE,Guidewire Software Inc. Common Stock,16845122416.0,United States,Technology,Computer Software: Prepackaged Software
DT,Dynatrace Inc. Common Stock,16771817140.0,United States,Technology,Computer Software: Prepackaged Software
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),16728927286.0,Mexico,Consumer Staples,Beverages (Production/Distribution)
NWSA,News Corporation Class A Common Stock,16690681074.0,United States,Consumer Discretionary,Newspapers/Magazines
TOL,Toll Brothers Inc. Common Stock,16677545240.0,United States,Consumer Discretionary,Homebuilding
EG,Everest Group Ltd. Common Stock,16656780403.0,Bermuda,Finance,Property-Casualty Insurers
MRNA,Moderna Inc. Common Stock,16570254942.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,Avery Dennison Corporation Common Stock,16547343757.0,United States,Consumer Discretionary,Containers/Packaging
UTHR,United Therapeutics Corporation Common Stock,16540347844.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
WLK,Westlake Corporation Common Stock,16525824592.0,United States,Industrials,Major Chemicals
EC,Ecopetrol S.A. American Depositary Shares,16508352922.0,Colombia,Energy,Oil & Gas Production
DPZ,Domino's Pizza Inc Common Stock,16443782604.0,United States,Consumer Discretionary,Food Distributors
ALAB,Astera Labs Inc. Common Stock,16376570572.0,United States,Technology,Semiconductors
JEF,Jefferies Financial Group Inc. Common Stock,16263159600.0,United States,Finance,Investment Bankers/Brokers/Service
USFD,US Foods Holding Corp. Common Stock,16252132332.0,United States,Consumer Discretionary,Food Distributors
LNT,Alliant Energy Corporation Common Stock,16217069566.0,United States,Utilities,Power Generation
DOCU,DocuSign Inc. Common Stock,16174895499.0,United States,Technology,Computer Software: Prepackaged Software
CAVA,CAVA Group Inc. Common Stock,16144281703.0,United States,Consumer Discretionary,Restaurants
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,16133198701.0,Bermuda,Consumer Discretionary,Marine Transportation
JHX,James Hardie Industries plc American Depositary Shares (Ireland),16115099153.0,Ireland,Industrials,Building Materials
SUI,Sun Communities Inc. Common Stock,16093217483.0,United States,Real Estate,Real Estate Investment Trusts
TWLO,Twilio Inc. Class A Common Stock,16034731684.0,United States,Technology,Computer Software: Prepackaged Software
ENTG,Entegris Inc. Common Stock,15949914620.0,United States,Industrials,Plastic Products
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,15929031634.0,United States,Finance,Finance: Consumer Services
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,15925403660.0,United States,Finance,Major Banks
TXT,Textron Inc. Common Stock,15885357024.0,United States,Industrials,Aerospace
YPF,YPF Sociedad Anonima Common Stock,15850505558.0,Argentina,Energy,Integrated oil Companies
AZPN,Aspen Technology Inc. Common Stock,15812429750.0,United States,Technology,EDP Services
SYM,Symbotic Inc. Class A Common Stock,15752021757.0,United States,Industrials,Industrial Machinery/Components
RPRX,Royalty Pharma plc Class A Ordinary Shares ,15707612995.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CNH,CNH Industrial N.V. Common Shares,15687226480.0,United Kingdom,Industrials,Construction/Ag Equipment/Trucks
PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),15666919221.0,South Korea,Industrials,Steel/Iron Ore
VTRS,Viatris Inc. Common Stock,15624131087.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CASY,Casey's General Stores Inc. Common Stock,15621745664.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CF,CF Industries Holdings Inc. Common Stock,15602626834.0,United States,Industrials,Agricultural Chemicals
ACM,AECOM Common Stock,15494279457.0,United States,Consumer Discretionary,Military/Government/Technical
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,15492411433.0,United States,Utilities,Natural Gas Distribution
COHR,Coherent Corp. Common Stock,15491144437.0,United States,Technology,Electronic Components
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,15485636828.0,United States,Finance,Investment Managers
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,15463909194.0,Bermuda,Finance,Real Estate
SFM,Sprouts Farmers Market Inc. Common Stock,15446655097.0,United States,Consumer Staples,Food Chains
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,15444466597.0,China,Industrials,Trucking Freight/Courier Services
DOC,Healthpeak Properties Inc. Common Stock,15380751108.0,United States,Real Estate,Real Estate Investment Trusts
GGG,Graco Inc. Common Stock,15378819382.0,United States,Industrials,Fluid Controls
AMCR,Amcor plc Ordinary Shares,15378451776.0,,Consumer Discretionary,Miscellaneous manufacturing industries
JBL,Jabil Inc. Common Stock,15327491041.0,United States,Technology,Electrical Products
DLTR,Dollar Tree Inc. Common Stock,15322488321.0,United States,Consumer Discretionary,Department/Specialty Retail Stores
DUOL,Duolingo Inc. Class A Common Stock,15318502015.0,United States,Technology,Computer Software: Prepackaged Software
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,15220826835.0,United States,Utilities,Natural Gas Distribution
EWBC,East West Bancorp Inc. Common Stock,15204844404.0,United States,Finance,Major Banks
MORN,Morningstar Inc. Common Stock,15187432701.0,United States,Finance,Investment Managers
PARAA,Paramount Global Class A Common Stock,15180355006.0,United States,Industrials,Broadcasting
H,Hyatt Hotels Corporation Class A Common Stock,15168303475.0,United States,Consumer Discretionary,Hotels/Resorts
SAIA,Saia Inc. Common Stock,15134725281.0,United States,Industrials,Trucking Freight/Courier Services
UDR,UDR Inc. Common Stock,15131974543.0,United States,Real Estate,Real Estate Investment Trusts
EQH,Equitable Holdings Inc. Common Stock,15112263429.0,United States,Finance,Specialty Insurers
FLEX,Flex Ltd. Ordinary Shares,15111920852.0,Singapore,Technology,Electrical Products
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,15061459076.0,Bermuda,Finance,Real Estate
RGA,Reinsurance Group of America Incorporated Common Stock,15043412972.0,United States,Finance,Life Insurance
BSY,Bentley Systems Incorporated Class B Common Stock,14961371238.0,United States,Technology,Computer Software: Prepackaged Software
NDSN,Nordson Corporation Common Stock,14923808298.0,United States,Industrials,Industrial Machinery/Components
EVRG,Evergy Inc. Common Stock,14863359932.0,United States,Utilities,Power Generation
RNR,RenaissanceRe Holdings Ltd. Common Stock,14862618123.0,Bermuda,Finance,Property-Casualty Insurers
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,14818096182.0,Bermuda,Finance,Real Estate
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,14743719271.0,United States,Health Care,Hospital/Nursing Management
FFIV,F5 Inc. Common Stock,14674231453.0,United States,Telecommunications,Computer Communications Equipment
TPR,Tapestry Inc. Common Stock,14513466510.0,United States,Consumer Discretionary,Apparel
LINE,Lineage Inc. Common Stock,14485871917.0,United States,Real Estate,Real Estate Investment Trusts
INCY,Incyte Corp. Common Stock,14369782073.0,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
RL,Ralph Lauren Corporation Common Stock,14369556802.0,United States,Consumer Discretionary,Apparel
POOL,Pool Corporation Common Stock,14350358676.0,United States,Consumer Discretionary,Industrial Specialties
AVTR,Avantor Inc. Common Stock,14333726628.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
ARCC,Ares Capital Corporation Common Stock,14310586479.0,United States,Finance,Finance: Consumer Services
AEG,Aegon Ltd. New York Registry Shares,14307115126.0,Netherlands,Finance,Life Insurance
GMAB,Genmab A/S ADS,14206025025.0,Denmark,Health Care,Biotechnology: Pharmaceutical Preparations
CW,Curtiss-Wright Corporation Common Stock,14178579614.0,United States,Technology,Industrial Machinery/Components
GLPI,Gaming and Leisure Properties Inc. Common Stock,14161348050.0,United States,Real Estate,Real Estate Investment Trusts
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,14148434019.0,United States,Real Estate,Real Estate Investment Trusts
RVTY,Revvity Inc. Common Stock,14134487120.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
AKAM,Akamai Technologies Inc. Common Stock,14124341224.0,United States,Consumer Discretionary,Business Services
UNM,Unum Group Common Stock,14042854956.0,United States,Finance,Accident &Health Insurance
CLH,Clean Harbors Inc. Common Stock,14018617699.0,United States,Industrials,Environmental Services
SWKS,Skyworks Solutions Inc. Common Stock,14007449646.0,United States,Technology,Semiconductors
SN,SharkNinja Inc. Ordinary Shares,13984832753.0,United States,Consumer Discretionary,Consumer Electronics/Appliances
CHWY,Chewy Inc. Class A Common Stock,13978250033.0,United States,Consumer Discretionary,Catalog/Specialty Distribution
AGR,Avangrid Inc. Common Stock,13967487966.0,United States,Utilities,Electric Utilities: Central
MNDY,monday.com Ltd. Ordinary Shares,13960924960.0,Israel,Technology,Computer Software: Prepackaged Software
UHAL,U-Haul Holding Company Common Stock,13856823780.0,United States,Consumer Discretionary,Rental/Leasing Companies
EPAM,EPAM Systems Inc. Common Stock,13835490474.0,United States,Technology,EDP Services
SWK,Stanley Black & Decker Inc. Common Stock,13789958529.0,United States,Consumer Discretionary,Industrial Machinery/Components
CPB,The Campbell's Company Common Stock,13772493319.0,United States,Consumer Staples,Packaged Foods
PFGC,Performance Food Group Company Common Stock,13748240083.0,United States,Consumer Discretionary,Food Distributors
REG,Regency Centers Corporation Common Stock,13719992884.0,United States,Real Estate,Real Estate Investment Trusts
LAMR,Lamar Advertising Company Class A Common Stock,13717993294.0,United States,Real Estate,Real Estate Investment Trusts
TXRH,Texas Roadhouse Inc. Common Stock,13694396944.0,United States,Consumer Discretionary,Restaurants
CYBR,CyberArk Software Ltd. Ordinary Shares,13670023749.0,Israel,Technology,Computer Software: Prepackaged Software
CNA,CNA Financial Corporation Common Stock,13661291463.0,United States,Finance,Property-Casualty Insurers
RKLB,Rocket Lab USA Inc. Common Stock,13637574208.0,United States,Industrials,Military/Government/Technical
ELS,Equity Lifestyle Properties Inc. Common Stock,13627541362.0,United States,Real Estate,Real Estate Investment Trusts
DVA,DaVita Inc. Common Stock,13625940000.0,United States,Health Care,Misc Health and Biotechnology Services
SMMT,Summit Therapeutics Inc. Common Stock ,13613292775.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,13568439960.0,United States,Health Care,Hospital/Nursing Management
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),13567750436.0,Brazil,Telecommunications,Telecommunications Equipment
UHS,Universal Health Services Inc. Common Stock,13522957840.0,United States,Health Care,Hospital/Nursing Management
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),13497617315.0,Brazil,Basic Materials,Paper
INSM,Insmed Incorporated Common Stock,13446328510.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CPT,Camden Property Trust Common Stock,13420510182.0,United States,Real Estate,Real Estate Investment Trusts
PAYC,Paycom Software Inc. Common Stock,13372981013.0,United States,Technology,Computer Software: Prepackaged Software
FTI,TechnipFMC plc Ordinary Share,13345268519.0,,Industrials,Metal Fabrications
JLL,Jones Lang LaSalle Incorporated Common Stock,13312973280.0,United States,Finance,Real Estate
AS,Amer Sports Inc. Ordinary Shares,13303222152.0,,Consumer Discretionary,Apparel
OKTA,Okta Inc. Class A Common Stock,13174501063.0,United States,Technology,Computer Software: Prepackaged Software
CAG,ConAgra Brands Inc. Common Stock,13148871315.0,United States,Consumer Staples,Packaged Foods
HLI,Houlihan Lokey Inc. Class A Common Stock,13141829501.0,United States,Finance,Investment Managers
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,13137501332.0,United States,Energy,Natural Gas Distribution
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,13132582809.0,Bermuda,Finance,Real Estate
APTV,Aptiv PLC Ordinary Shares,13051534587.0,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.
KMX,CarMax Inc,13008996914.0,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MGA,Magna International Inc. Common Stock,12967823488.0,Canada,Consumer Discretionary,Auto Parts:O.E.M.
BXP,BXP Inc. Common Stock,12963496047.0,United States,Real Estate,Real Estate Investment Trusts
